fid,tile_id,row,col,conf,class,img,x1,y1,x2,y2,x_coord,y_coord,Bairro,lat,lon
2148,1877493,240896,291584,0.617067217826843,falso,det_1877493.png,0.0,0.02008056640625,,,688171.12,8161479.12,U.t.p. Jardim Guanabara,-49.2359300208,-16.621570691
2149,1878971,241152,159488,0.814214289188385,falso,det_1878971.png,,0.0,,,677603.44,8161458.64,U.t.p. Mutir?o E Curitiba,-49.334967269,-16.6225733802
2150,1879117,241152,196864,0.788376092910767,falso,det_1879117.png,,0.270782470703125,256.0,,680593.52,8161458.64,U.t.p. Finsocial,-49.3069440604,-16.6223468181
2151,1879240,241152,228352,0.693597197532654,verdadeiro,det_1879240.png,0.0,0.0,,256.0,683112.56,8161458.64,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2833358086,-16.6221530159
2154,1881044,241408,179712,0.770240724086761,falso,det_1881044.png,,,,,679221.36,8161438.16,U.t.p. Finsocial,-49.3198023611,-16.6226363141
2155,1881111,241408,196864,0.816635012626648,falso,det_1881111.png,,,256.0,256.0,680593.52,8161438.16,U.t.p. Finsocial,-49.3069424375,-16.6225318736
2156,1881128,241408,201216,0.695036113262177,falso,det_1881128.png,,,,,680941.68,8161438.16,U.t.p. Finsocial,-49.3036794865,-16.6225052473
2157,1881254,241408,233472,0.723030686378479,falso,det_1881254.png,,,256.0,,683522.16,8161438.16,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2794954491,-16.6223063028
2158,1881261,241408,235264,0.790132224559784,falso,det_1881261.png,,,256.0,256.0,683665.52,8161438.16,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2781519012,-16.6222951678
2159,1881678,241408,342016,0.803149044513702,falso,det_1881678.png,0.0,0.345947265625,,,692205.68,8161438.16,U.t.p. Ceasa/Aldeia Do Vale,-49.1981167197,-16.6216161799
2160,1882997,241664,169216,0.760461330413818,falso,det_1882997.png,,,,,678381.68,8161417.68,U.t.p. Mutir?o E Curitiba,-49.327670309,-16.6228848905
2161,1883095,241664,194304,0.698853492736816,falso,det_1883095.png,,,,,680388.72,8161417.68,U.t.p. Finsocial,-49.3088602021,-16.6227325679
2162,1883100,241664,195584,0.653456091880798,falso,det_1883100.png,,,,,680491.12,8161417.68,U.t.p. Finsocial,-49.3079005081,-16.6227247507
2163,1883114,241664,199168,0.689118504524231,falso,det_1883114.png,,,,,680777.84,8161417.68,U.t.p. Finsocial,-49.3052133675,-16.622702839
2165,1884983,241920,167168,0.669206500053406,falso,det_1884983.png,,,,256.0,678217.84,8161397.2,U.t.p. Mutir?o E Curitiba,-49.3292042349,-16.6230823074
2166,1884984,241920,167424,0.755669355392456,falso,det_1884984.png,0.264541625976562,,,256.0,678238.32,8161397.2,U.t.p. Mutir?o E Curitiba,-49.3290122937,-16.6230807631
2168,1885116,241920,201216,0.708865940570831,falso,det_1885116.png,,0.26324462890625,,,680941.68,8161397.2,U.t.p. Finsocial,-49.3036762343,-16.6228753576
2169,1885129,241920,204544,0.670775711536407,falso,det_1885129.png,,,,256.0,681207.92,8161397.2,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.3011810358,-16.6228549612
2170,1885175,241920,216320,0.692841053009033,falso,det_1885175.png,,,256.0,,682150.0,8161397.2,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2923518999,-16.6227825491
2171,1885220,241920,227840,0.745301604270935,falso,det_1885220.png,,0.0144729614257812,,,683071.6,8161397.2,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2837147445,-16.6227113483
2172,1885548,241920,311808,0.614810109138489,falso,det_1885548.png,0.541206359863281,,,,689789.04,8161397.2,U.t.p. Jardim Guanabara,-49.2207607732,-16.6221815349
2173,1885626,241920,331776,0.633601367473602,falso,det_1885626.png,,,,,691386.48,8161397.2,U.t.p. Ceasa/Aldeia Do Vale,-49.2057903526,-16.6220527374
2174,1885638,241920,334848,0.716390907764435,falso,det_1885638.png,0.0,0.0,,,691632.24,8161397.2,U.t.p. Ceasa/Aldeia Do Vale,-49.2034872228,-16.6220328267
2178,1886977,242176,167168,0.89118230342865,falso,det_1886977.png,,0.0,,256.0,678217.84,8161376.72,U.t.p. Mutir?o E Curitiba,-49.3292026332,-16.623267365
2179,1886979,242176,167680,0.676950037479401,falso,det_1886979.png,,,,,678258.8,8161376.72,U.t.p. Mutir?o E Curitiba,-49.3288187505,-16.6232642762
2180,1887156,242176,212992,0.640178203582764,falso,det_1887156.png,,,,,681883.76,8161376.72,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2948454515,-16.6229881057
2181,1887239,242176,234240,0.650915324687958,falso,det_1887239.png,,0.529708862304688,,,683583.6,8161376.72,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2789146933,-16.62285669
2182,1887317,242176,254208,0.719858944416046,falso,det_1887317.png,,0.118942260742188,,,685181.04,8161376.72,U.t.p. Campus Universit?rio/Conjunto Itatiaia,-49.2639437512,-16.6227320783
2183,1887325,242176,256256,0.647428572177887,falso,det_1887325.png,,,,,685344.88,8161376.72,U.t.p. Campus Universit?rio/Conjunto Itatiaia,-49.2624082772,-16.6227192367
2184,1887389,242176,272640,0.645711183547974,falso,det_1887389.png,0.0217742919921875,0.0131683349609375,,,686655.6,8161376.72,U.t.p. Goi?nia Ii,-49.2501245345,-16.6226160954
2186,1887664,242176,343040,0.668092370033264,falso,det_1887664.png,,,,,692287.6,8161376.72,U.t.p. Ceasa/Aldeia Do Vale,-49.1973438307,-16.6221646515
2187,1887754,242176,366080,0.672682583332062,falso,det_1887754.png,,,,,694130.8,8161376.72,U.t.p. Zona Rural,-49.1800705049,-16.6220139964
2188,1888891,242432,146688,0.744180679321289,falso,det_1888891.png,0.0485992431640625,0.119918823242188,,,676579.44,8161356.24,U.t.p. Mutir?o E Curitiba,-49.3445564234,-16.6235753968
2189,1888985,242432,170752,0.675311744213104,falso,det_1888985.png,0.0,0.0,,,678504.56,8161356.24,U.t.p. Mutir?o E Curitiba,-49.3265138513,-16.6234307855
2190,1889150,242432,212992,0.768779635429382,falso,det_1889150.png,,,,,681883.76,8161356.24,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2948438169,-16.62317316
2192,1889320,242432,256512,0.744937598705292,falso,det_1889320.png,,,,,685365.36,8161356.24,U.t.p. Campus Universit?rio/Conjunto Itatiaia,-49.2622146772,-16.6229026818
2193,1889330,242432,259072,0.664718866348267,falso,det_1889330.png,,,256.0,,685570.16,8161356.24,U.t.p. Campus Universit?rio/Conjunto Itatiaia,-49.2602953351,-16.6228866118
2194,1889608,242432,330240,0.660662353038788,falso,det_1889608.png,,0.024566650390625,,,691263.6,8161356.24,U.t.p. Jardim Guanabara,-49.2069384812,-16.6224327743
2195,1889624,242432,334336,0.733999848365784,falso,det_1889624.png,,,,,691591.28,8161356.24,U.t.p. Ceasa/Aldeia Do Vale,-49.2038676341,-16.6224062375
2196,1890807,242688,126720,0.737068951129913,falso,det_1890807.png,,,,,674982.0,8161335.76,U.t.p. Ch?caras S?o Joaquim,-49.3595264823,-16.6238792649
2197,1891042,242688,186880,0.752824664115906,falso,det_1891042.png,,,,256.0,679794.8,8161335.76,U.t.p. Finsocial,-49.3144199743,-16.6235180449
2198,1891140,242688,211968,0.64921510219574,falso,det_1891140.png,,,,,681801.84,8161335.76,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2956099347,-16.6233645169
2199,1891314,242688,256512,0.710313498973846,falso,det_1891314.png,,,,256.0,685365.36,8161335.76,U.t.p. Campus Universit?rio/Conjunto Itatiaia,-49.2622130114,-16.6230877329
2200,1891326,242688,259584,0.667461454868317,falso,det_1891326.png,,,,,685611.12,8161335.76,U.t.p. Campus Universit?rio/Conjunto Itatiaia,-49.2599097988,-16.6230684466
2201,1891370,242688,270848,0.642297983169556,falso,det_1891370.png,,,,256.0,686512.24,8161335.76,U.t.p. Goi?nia Ii,-49.2514647123,-16.6229975119
2202,1891636,242688,338944,0.786879777908325,verdadeiro,det_1891636.png,0.128402709960938,,,,691959.92,8161335.76,U.t.p. Ceasa/Aldeia Do Vale,-49.2004112129,-16.6225613742
2203,1891640,242688,339968,0.879428863525391,verdadeiro,det_1891640.png,0.0,0.0323486328125,,256.0,692041.84,8161335.76,U.t.p. Ceasa/Aldeia Do Vale,-49.1996435028,-16.6225547201
2204,1891692,242688,353280,0.834566235542297,falso,det_1891692.png,0.0158004760742188,0.0120849609375,,,693106.8,8161335.76,U.t.p. Santo Hil?rio,-49.1896633043,-16.6224679585
2205,1892987,242944,174336,0.680730819702148,falso,det_1892987.png,,,,256.0,678791.28,8161315.28,U.t.p. Finsocial,-49.3238234614,-16.6237792278
2206,1893054,242944,191488,0.742616236209869,falso,det_1893054.png,,,,256.0,680163.44,8161315.28,U.t.p. Finsocial,-49.310963435,-16.6236750293
2207,1893069,242944,195328,0.630512654781342,falso,det_1893069.png,0.0,0.442291259765625,,256.0,680470.64,8161315.28,U.t.p. Finsocial,-49.3080843372,-16.6236515923
2210,1893555,242944,319744,0.621954143047333,falso,det_1893555.png,,,,,690423.92,8161315.28,U.t.p. Jardim Guanabara,-49.2148041298,-16.6228706607
2211,1894958,243200,168448,0.78360790014267,falso,det_1894958.png,,0.0,256.0,,678320.24,8161294.8,U.t.p. Mutir?o E Curitiba,-49.3282365159,-16.6239998715
2212,1894959,243200,168704,0.798883616924286,falso,det_1894959.png,0.0,,,,678340.72,8161294.8,U.t.p. Mutir?o E Curitiba,-49.3280445738,-16.6239983262
2213,1895087,243200,201472,0.653275728225708,falso,det_1895087.png,,,,,680962.16,8161294.8,U.t.p. Finsocial,-49.3034761641,-16.6237990653
2214,1895096,243200,203776,0.727046251296997,falso,det_1895096.png,0.539886474609375,,,,681146.48,8161294.8,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.3017487105,-16.6237849455
2215,1895190,243200,227840,0.785916566848755,falso,det_1895190.png,,,,,683071.6,8161294.8,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2837065181,-16.6236366143
2217,1895283,243200,251648,0.695308744907379,falso,det_1895283.png,0.0,0.010772705078125,,256.0,684976.24,8161294.8,U.t.p. Campus Universit?rio/Conjunto Itatiaia,-49.265856446,-16.6234883203
2218,1895446,243200,293376,0.845091640949249,falso,det_1895446.png,0.5264892578125,0.0,,,688314.48,8161294.8,U.t.p. Santa Genoveva,-49.2345712788,-16.6232247101
2219,1895581,243200,327936,0.7026407122612,falso,det_1895581.png,0.0239410400390625,0.936454772949219,,,691079.28,8161294.8,U.t.p. Jardim Guanabara,-49.2086606837,-16.6230028186
2222,1895632,243200,340992,0.895991921424866,verdadeiro,det_1895632.png,0.0746383666992188,0.0397415161132812,,256.0,692123.76,8161294.8,U.t.p. Ceasa/Aldeia Do Vale,-49.1988723401,-16.6229181527
2223,1896804,243456,130560,0.741666555404663,falso,det_1896804.png,,0.625007629394531,,,675289.2,8161274.32,U.t.p. Ch?caras S?o Joaquim,-49.3566425837,-16.6244116812
2224,1896840,243456,139776,0.958419322967529,verdadeiro,det_1896840.png,,,256.0,256.0,676026.48,8161274.32,U.t.p. Mutir?o E Curitiba,-49.349732569,-16.6243568825
2225,1896840,243456,139776,0.948003590106964,verdadeiro,det_1896840.png,0.0,0.177001953125,,,676026.48,8161274.32,U.t.p. Mutir?o E Curitiba,-49.349732569,-16.6243568825
2227,1896951,243456,168192,0.981289327144623,verdadeiro,det_1896951.png,0.0,0.165756225585938,,,678299.76,8161274.32,U.t.p. Mutir?o E Curitiba,-49.3284268554,-16.6241864741
2228,1896952,243456,168448,0.933710873126984,verdadeiro,det_1896952.png,0.106842041015625,0.0,,,678320.24,8161274.32,U.t.p. Mutir?o E Curitiba,-49.3282349132,-16.6241849289
2229,1897068,243456,198144,0.69836014509201,falso,det_1897068.png,0.0,0.0214385986328125,,,680695.92,8161274.32,U.t.p. Finsocial,-49.3059697538,-16.6240044905
2230,1897119,243456,211200,0.75108015537262,falso,det_1897119.png,0.03759765625,,,,681740.4,8161274.32,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2961808492,-16.6239244052
2231,1897124,243456,212480,0.739615321159363,falso,det_1897124.png,0.0167007446289062,,,256.0,681842.8,8161274.32,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2952211556,-16.6239165289
2233,1897580,243456,329216,0.604568302631378,falso,det_1897580.png,,,,256.0,691181.68,8161274.32,U.t.p. Jardim Guanabara,-49.2076993215,-16.6231795841
2234,1897605,243456,335616,0.61755108833313,falso,det_1897605.png,,,,,691693.68,8161274.32,U.t.p. Ceasa/Aldeia Do Vale,-49.2029011049,-16.6231381161
2236,1897615,243456,338176,0.713380038738251,verdadeiro,det_1897615.png,,0.0560302734375,256.0,256.0,691898.48,8161274.32,U.t.p. Ceasa/Aldeia Do Vale,-49.2009818221,-16.6231214979
2239,1897621,243456,339712,0.914387941360474,verdadeiro,det_1897621.png,0.153945922851562,0.0,,256.0,692021.36,8161274.32,U.t.p. Ceasa/Aldeia Do Vale,-49.1998302534,-16.6231115185
2240,1897624,243456,340480,0.944671809673309,verdadeiro,det_1897624.png,,0.0164031982421875,256.0,,692082.8,8161274.32,U.t.p. Ceasa/Aldeia Do Vale,-49.1992544694,-16.6231065264
2241,1897626,243456,340992,0.801208734512329,verdadeiro,det_1897626.png,0.0713653564453125,0.013580322265625,,256.0,692123.76,8161274.32,U.t.p. Ceasa/Aldeia Do Vale,-49.1988706135,-16.6231031974
2242,1898802,243712,131584,0.691449761390686,falso,det_1898802.png,,,,,675371.12,8161253.84,U.t.p. Ch?caras S?o Joaquim,-49.3558732267,-16.6245906638
2243,1898895,243712,155392,0.602170705795288,falso,det_1898895.png,,,,256.0,677275.76,8161253.84,U.t.p. Mutir?o E Curitiba,-49.3380223994,-16.6244485633
2244,1898896,243712,155648,0.662621855735779,falso,det_1898896.png,,,256.0,,677296.24,8161253.84,U.t.p. Mutir?o E Curitiba,-49.337830456,-16.624447027
2245,1899013,243712,185600,0.663275480270386,falso,det_1899013.png,0.0,0.0030059814453125,,,679692.4,8161253.84,U.t.p. Finsocial,-49.3153732155,-16.6242660574
2246,1899070,243712,200192,0.726865410804749,falso,det_1899070.png,,,,,680859.76,8161253.84,U.t.p. Finsocial,-49.3044326103,-16.6241770138
2247,1899094,243712,206336,0.632559716701508,falso,det_1899094.png,,,,,681351.28,8161253.84,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2998260598,-16.6241393495
2249,1899615,243712,339712,0.81405121088028,verdadeiro,det_1899615.png,0.0,0.0921554565429688,,256.0,692021.36,8161253.84,U.t.p. Ceasa/Aldeia Do Vale,-49.1998285278,-16.6232965633
2250,1900913,243968,161536,0.812828183174133,falso,det_1900913.png,,0.0510101318359375,,,677767.28,8161233.36,U.t.p. Mutir?o E Curitiba,-49.3334141649,-16.6245967013
2251,1900944,243968,169472,0.93863320350647,verdadeiro,det_1900944.png,0.0,0.0,,,678402.16,8161233.36,U.t.p. Mutir?o E Curitiba,-49.3274639375,-16.6245488614
2252,1901005,243968,185088,0.772176206111908,falso,det_1901005.png,0.0660247802734375,0.074951171875,,,679651.44,8161233.36,U.t.p. Finsocial,-49.3157554829,-16.6244542275
2253,1901039,243968,193792,0.638109624385834,falso,det_1901039.png,0.163192749023438,0.213577270507812,,,680347.76,8161233.36,U.t.p. Finsocial,-49.3092294921,-16.6244011945
2254,1901088,243968,206336,0.795525193214417,falso,det_1901088.png,,0.0,256.0,,681351.28,8161233.36,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2998244298,-16.6243244043
2255,1901114,243968,212992,0.738763332366943,falso,det_1901114.png,0.264923095703125,,,,681883.76,8161233.36,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2948340088,-16.6242834856
2256,1901155,243968,223488,0.791727364063263,falso,det_1901155.png,,0.375839233398438,,,682723.44,8161233.36,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2869645274,-16.6242187167
2257,1901172,243968,227840,0.793599188327789,falso,det_1901172.png,,0.08831787109375,256.0,,683071.6,8161233.36,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.283701582,-16.6241917739
2258,1901371,243968,278784,0.714184403419495,falso,det_1901371.png,,,,,687147.12,8161233.36,U.t.p. Goi?nia Ii,-49.2455063802,-16.6238725764
2259,1901572,243968,330240,0.612718224525452,falso,det_1901572.png,,,,256.0,691263.6,8161233.36,U.t.p. Jardim Guanabara,-49.2069281682,-16.6235430478
2261,1901609,243968,339712,0.886539876461029,verdadeiro,det_1901609.png,0.0,0.04779052734375,,256.0,692021.36,8161233.36,U.t.p. Ceasa/Aldeia Do Vale,-49.1998268021,-16.6234816082
2262,1902894,244224,158208,0.680443465709686,falso,det_1902894.png,,,,,677501.04,8161212.88,U.t.p. Mutir?o E Curitiba,-49.335907832,-16.6248017707
2263,1902941,244224,170240,0.648721218109131,falso,det_1902941.png,,,,,678463.6,8161212.88,U.t.p. Mutir?o E Curitiba,-49.3268865061,-16.62472928
2264,1902971,244224,177920,0.612319827079773,falso,det_1902971.png,,,,,679078.0,8161212.88,U.t.p. Finsocial,-49.3211282365,-16.6246828047
2265,1903015,244224,189184,0.742375135421753,falso,det_1903015.png,,,,,679979.12,8161212.88,U.t.p. Finsocial,-49.3126828078,-16.6246143523
2266,1903051,244224,198400,0.759360611438751,falso,det_1903051.png,0.650604248046875,0.073486328125,,,680716.4,8161212.88,U.t.p. Finsocial,-49.3057729412,-16.6245580906
2267,1903365,244224,278784,0.626837611198425,falso,det_1903365.png,,0.228607177734375,256.0,,687147.12,8161212.88,U.t.p. Goi?nia Ii,-49.2455046983,-16.6240576258
2268,1903614,244224,342528,0.641294002532959,falso,det_1903614.png,0.0,,,,692246.64,8161212.88,U.t.p. Ceasa/Aldeia Do Vale,-49.1977138632,-16.6236483402
2271,1904933,244480,169728,0.678324222564697,falso,det_1904933.png,,,256.0,256.0,678422.64,8161192.4,U.t.p. Mutir?o E Curitiba,-49.3272687876,-16.6249174301
2272,1904938,244480,171008,0.693288624286652,falso,det_1904938.png,,,,256.0,678525.04,8161192.4,U.t.p. Mutir?o E Curitiba,-49.3263090736,-16.6249096969
2273,1905079,244480,207104,0.710834801197052,falso,det_1905079.png,,,,,681412.72,8161192.4,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2992453503,-16.6246897984
2275,1905529,244480,322304,0.953584253787994,verdadeiro,det_1905529.png,,0.0,256.0,,690628.72,8161192.4,U.t.p. Jardim Guanabara,-49.212874558,-16.6239644298
2276,1905529,244480,322304,0.616041481494904,verdadeiro,det_1905529.png,0.0,,,,690628.72,8161192.4,U.t.p. Jardim Guanabara,-49.212874558,-16.6239644298
2277,1906810,244736,139776,0.921868085861206,verdadeiro,det_1906810.png,,0.0,256.0,,676026.48,8161171.92,U.t.p. Mutir?o E Curitiba,-49.3497246582,-16.6252821799
2279,1906927,244736,169728,0.632080256938934,falso,det_1906927.png,,0.0129547119140625,,,678422.64,8161171.92,U.t.p. Mutir?o E Curitiba,-49.3272671839,-16.6251024874
2280,1907014,244736,192000,0.871358454227448,falso,det_1907014.png,,,,,680204.4,8161171.92,U.t.p. Finsocial,-49.3105682174,-16.6249672972
2281,1907023,244736,194304,0.804256975650787,falso,det_1907023.png,,,,,680388.72,8161171.92,U.t.p. Finsocial,-49.308840747,-16.6249532354
2282,1907058,244736,203264,0.646342933177948,falso,det_1907058.png,,,,,681105.52,8161171.92,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.3021228225,-16.6248984143
2283,1907087,244736,210688,0.801973104476929,falso,det_1907087.png,,0.627525329589844,256.0,,681699.44,8161171.92,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2965565613,-16.6248528266
2284,1907172,244736,232448,0.639070689678192,falso,det_1907172.png,0.0,,,256.0,683440.24,8161171.92,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.280241759,-16.624718349
2285,1907194,244736,238080,0.713102161884308,falso,det_1907194.png,,,,,683890.8,8161171.92,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.276019129,-16.6246833344
2286,1907290,244736,262656,0.786385774612427,falso,det_1907290.png,0.0635223388671875,0.0,,,685856.88,8161171.92,U.t.p. Goi?nia Ii,-49.2575932264,-16.6245295399
2287,1907407,244736,292608,0.984073460102081,verdadeiro,det_1907407.png,,,256.0,256.0,688253.04,8161171.92,U.t.p. Santa Genoveva,-49.2351369229,-16.6243398948
2288,1907407,244736,292608,0.958153605461121,verdadeiro,det_1907407.png,0.0204353332519531,,,,688253.04,8161171.92,U.t.p. Santa Genoveva,-49.2351369229,-16.6243398948
2289,1907407,244736,292608,0.878052949905396,verdadeiro,det_1907407.png,,0.0,,,688253.04,8161171.92,U.t.p. Santa Genoveva,-49.2351369229,-16.6243398948
2290,1907544,244736,327680,0.671949207782745,falso,det_1907544.png,,,,,691058.8,8161171.92,U.t.p. Jardim Guanabara,-49.2088423102,-16.6241147487
2291,1907545,244736,327936,0.783765733242035,falso,det_1907545.png,0.304595947265625,,256.0,,691079.28,8161171.92,U.t.p. Jardim Guanabara,-49.2086503802,-16.6241130931
2292,1907584,244736,337920,0.748889684677124,verdadeiro,det_1907584.png,0.0,0.0,,256.0,691878.0,8161171.92,U.t.p. Ceasa/Aldeia Do Vale,-49.2011651281,-16.6240483854
2293,1907584,244736,337920,0.725125074386597,verdadeiro,det_1907584.png,,0.02313232421875,,,691878.0,8161171.92,U.t.p. Ceasa/Aldeia Do Vale,-49.2011651281,-16.6240483854
2296,1908903,244992,165120,0.652226448059082,falso,det_1908903.png,0.15948486328125,,,,678054.0,8161151.44,U.t.p. Mutir?o E Curitiba,-49.3307205614,-16.625315348
2297,1909021,244992,195328,0.604908645153046,falso,det_1909021.png,,,256.0,,680470.64,8161151.44,U.t.p. Finsocial,-49.3080713608,-16.6251320366
2298,1909034,244992,198656,0.65841418504715,falso,det_1909034.png,,,,,680736.88,8161151.44,U.t.p. Finsocial,-49.3055761274,-16.6251116904
2300,1909183,244992,236800,0.611373126506805,falso,det_1909183.png,,,256.0,,683788.4,8161151.44,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2769771648,-16.6248763523
2301,1909401,244992,292608,0.671280980110168,verdadeiro,det_1909401.png,,0.007354736328125,256.0,256.0,688253.04,8161151.44,U.t.p. Santa Genoveva,-49.2351352309,-16.6245249432
2302,1909401,244992,292608,0.634056389331818,verdadeiro,det_1909401.png,0.0,0.05596923828125,,256.0,688253.04,8161151.44,U.t.p. Santa Genoveva,-49.2351352309,-16.6245249432
2303,1909459,244992,307456,0.633817791938782,falso,det_1909459.png,,,,,689440.88,8161151.44,U.t.p. Jardim Guanabara,-49.2240031447,-16.6244300307
2304,1910855,245248,154368,0.686159193515778,falso,det_1910855.png,,,,,677193.84,8161130.96,U.t.p. Mutir?o E Curitiba,-49.3387806172,-16.6255650574
2305,1910866,245248,157184,0.653483986854553,falso,det_1910866.png,,,,256.0,677419.12,8161130.96,U.t.p. Mutir?o E Curitiba,-49.3366692276,-16.625548155
2306,1910915,245248,169728,0.672055780887604,falso,det_1910915.png,,0.0953369140625,,,678422.64,8161130.96,U.t.p. Mutir?o E Curitiba,-49.3272639764,-16.6254726022
2307,1910978,245248,185856,0.725816965103149,falso,det_1910978.png,,,,,679712.88,8161130.96,U.t.p. Finsocial,-49.3151715827,-16.6253748374
2308,1910998,245248,190976,0.748397350311279,falso,det_1910998.png,0.021636962890625,0.0348358154296875,,,680122.48,8161130.96,U.t.p. Finsocial,-49.3113327446,-16.6253436539
2309,1911010,245248,194048,0.67696338891983,falso,det_1911010.png,0.0,,,,680368.24,8161130.96,U.t.p. Finsocial,-49.3090294457,-16.6253249098
2310,1911314,245248,271872,0.687996745109558,falso,det_1911314.png,,,,256.0,686594.16,8161130.96,U.t.p. Goi?nia Ii,-49.2506802092,-16.6248415458
2311,1911395,245248,292608,0.602810919284821,verdadeiro,det_1911395.png,,0.0,256.0,256.0,688253.04,8161130.96,U.t.p. Santa Genoveva,-49.2351335389,-16.6247099915
2312,1911401,245248,294144,0.695953905582428,falso,det_1911401.png,,,,,688375.92,8161130.96,U.t.p. Santa Genoveva,-49.2339819394,-16.6247002005
2314,1913020,245504,198144,0.80705988407135,falso,det_1913020.png,,0.04425048828125,,,680695.92,8161110.48,U.t.p. Finsocial,-49.3059567609,-16.6254849332
2315,1913051,245504,206080,0.683797001838684,falso,det_1913051.png,,,,,681330.8,8161110.48,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.3000065904,-16.6254363042
2317,1913389,245504,292608,0.959652543067932,verdadeiro,det_1913389.png,,0.0824508666992188,256.0,256.0,688253.04,8161110.48,U.t.p. Santa Genoveva,-49.2351318469,-16.6248950399
2318,1913389,245504,292608,0.902970433235168,verdadeiro,det_1913389.png,0.0,0.0902938842773438,,256.0,688253.04,8161110.48,U.t.p. Santa Genoveva,-49.2351318469,-16.6248950399
2319,1913529,245504,328448,0.727330803871155,falso,det_1913529.png,0.0072174072265625,,,,691120.24,8161110.48,U.t.p. Jardim Guanabara,-49.2082613672,-16.6246649183
2320,1914699,245760,117504,0.732240796089172,falso,det_1914699.png,,,,,674244.72,8161090.0,U.t.p. Ch?caras S?o Joaquim,-49.3664177196,-16.6261544686
2321,1914915,245760,172800,0.640755951404572,falso,det_1914915.png,0.0,0.144485473632812,,,678668.4,8161090.0,U.t.p. Finsocial,-49.3249574451,-16.6258241488
2322,1914964,245760,185344,0.766645133495331,falso,det_1914964.png,,,,,679671.92,8161090.0,U.t.p. Finsocial,-49.3155522369,-16.6257480644
2323,1915016,245760,198656,0.819650709629059,falso,det_1915016.png,0.10906982421875,0.0,,256.0,680736.88,8161090.0,U.t.p. Finsocial,-49.3055712537,-16.6256668563
2324,1915042,245760,205312,0.632433950901031,falso,det_1915042.png,,,,,681269.36,8161090.0,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.3005807831,-16.6256260725
2325,1915069,245760,212224,0.876088321208954,falso,det_1915069.png,,0.01092529296875,256.0,256.0,681822.32,8161090.0,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2953983861,-16.6255835933
2326,1915078,245760,214528,0.790927886962891,falso,det_1915078.png,,0.05767822265625,256.0,,682006.64,8161090.0,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2936709238,-16.6255694049
2327,1915079,245760,214784,0.692180693149567,falso,det_1915079.png,0.0,,,,682027.12,8161090.0,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.2934789837,-16.6255678275
2328,1915140,245760,230400,0.631423592567444,falso,det_1915140.png,,,,,683276.4,8161090.0,U.t.p. Jardim Balne?rio Meia Ponte/Mans?es Goianas,-49.281770674,-16.6254712722
2330,1915383,245760,292608,0.979302942752838,verdadeiro,det_1915383.png,,0.017791748046875,256.0,256.0,688253.04,8161090.0,U.t.p. Santa Genoveva,-49.2351301549,-16.6250800883
2331,1915383,245760,292608,0.777351200580597,verdadeiro,det_1915383.png,0.0,0.0862503051757812,,,688253.04,8161090.0,U.t.p. Santa Genoveva,-49.2351301549,-16.6250800883
2332,1915398,245760,296448,0.705896079540253,falso,det_1915398.png,,,,256.0,688560.24,8161090.0,U.t.p. Santa Genoveva,-49.2322511519,-16.6250555983
